1391305360.512014-02-01 17:42:401391305361.622014-02-01 17:42:411391305362.732014-02-01 17:42:421391305363.854682014-02-01 17:42:431391305364.864372014-02-01 17:42:441391305365.874022014-02-01 17:42:451391305366.883832014-02-01 17:42:461391305367.93822014-02-01 17:42:471391305368.913692014-02-01 17:42:481391305369.923502014-02-01 17:42:491391305370.933542014-02-01 17:42:501391305371.953542014-02-01 17:42:511391305373.942014-02-01 17:42:531391305392.482014-02-01 17:43:12
1391305393.592014-02-01 17:43:13
1391305394.712014-02-01 17:43:14
1391305395.824632014-02-01 17:43:15
1391305396.834272014-02-01 17:43:16
1391305397.844132014-02-01 17:43:17
1391305398.863842014-02-01 17:43:18
1391305399.873712014-02-01 17:43:19
1391305432.64		2014-02-01 17:43:52
1391305433.75		2014-02-01 17:43:53
1391305434.86		2014-02-01 17:43:54
1391305435.98	467	2014-02-01 17:43:55
1391305436.99	429	2014-02-01 17:43:56
1391305438.0	415	2014-02-01 17:43:58
1391305439.02	395	2014-02-01 17:43:59
1391305440.03	370	2014-02-01 17:44:00
